id,name,token,country,is_ico,is_ieo,is_sto,ico_start,ico_end,price_usd,raised_usd,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,bounty,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,platform,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,Coinmarketcap_identifier,ERC20,contract_address,Source
7886,FinaDAX,FDT,,,,,22.07.2019,26.07.2019,1 FDT= 0.0015 USD,,0.40,,"80,000,000",0,1,1,,,0,0,,,,,"ETH, BTC, Fiat",,,,https://finadax.com,4.6,,,1,,ICOmarks
7887,finance.vote,FVT,,,,,18.11.2020,,,,,,,,,,,,,,,,,,,,,,,,,8149,,0x45080a6531d671DDFf20DB42f93792a489685e32,CryptoRank
7888,Financio,FIN,Germany,,,,15.09.2021,30.10.2021,0.06 USD,,0.60,,"12,000,000",0,0,1,,,0,0,,,,,"BTC, ETH, BNB, USDT",https://financio.io/Whitepaper.pdf,,,https://financio.io,5.3,,13826,0,0x09e7e61f28e83c7bac827a0ec9dcd800ce4b4cc1,ICOmarks
7889,Finblox,FBX,,,,,09.05.2023,10.05.2023,,,,,,,,,,,,,,,,,,,,,,,,22341,,0x5de597849cf72c72f073e9085bdd0dadd8e6c199,CryptoRank
7890,Fincapital Partners,FIN,Switzerland,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://drive.google.com/file/d/1N9O-77KyyAvmxTLWInP7RrrwSDcapKcE/view,,,https://fincapital.partners,3.4,4,,0,,ICOmarks
7891,Finceptor,FINC,,,,,04.12.2023,11.12.2023,,,,,,,,,,,,,,,,,,,,,,,,28950,,0xA856098dCBc1b2B3a9C96C35c32bC4f71E49AEd2,CryptoRank
7892,Finebit Token,FBT,Spain,,,,14.08.2021,,1.13 USD,,0.43,,"7,818,181",0,0,0,,,0,0,,,,,,,,,https://www.finebit.io,5.4,,,0,,ICOmarks
7893,Finiteyfi,FYFI,,,,,05.03.2021,05.04.2021,1 FYFI = 0.2 BNB,,,,,1,0,0,,,0,0,,,,,BNB,,,https://github.com/FiniteYFI/FiniteYFI,https://finite.netlify.app,3.8,1,,0,,ICOmarks
7894,Finminity,FMT,,,,,07.04.2021,07.04.2021,,,,,,,,,,,,,,,,,,,,,,,,9116,,0x99c6e435eC259A7E8d65E1955C9423DB624bA54C,CryptoRank
7895,Finnoq,FNQ,Austria,,,,02.09.2018,15.10.2018,,,,,,1,1,0,,,0,0,,,,,ETH,https://media.finnoq.com/paper/Whitepaper_English_v1_2.pdf,,https://github.com/Finnoq,https://www.finnoq.com/en,4.2,14,,1,,ICOmarks
7896,Finterra,FIN,Singapore,,,,,,,,0.40,,"1,000,000,000",0,0,0,,,0,0,,,,,"BTH, ETH, BCH",https://cdn.finterra.org/FINTERRA_WHITEPAPER.pdf,,,http://www.finterra.org,6.2,11,,0,0xa57475074de7bd5559b342bc31704f9d0ec0c596,ICOmarks
7897,FIntropy,FIntropy,,,,,,,,,0.15,,"15,500,000",0,0,0,,,0,0,,,,,,,,,http://fintropy.io,6.4,4,12015,0,0xD0513DB39d87e8825389fEB10BD911dC53B3a153,ICOmarks
7898,Finzoh,FINZ,,,,,,02.02.2022,,,,,,1,1,0,,,0,0,,,,,,https://finzoh-net.gitbook.io/finzoh-white-paper/,,https://github.com/Finzoh,https://finzoh.net,3.9,,,0,,ICOmarks
7899,FiPi,FIPI,,,,,26.04.2022,27.04.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7900,Fire Protocol,FIRE,,,,,28.12.2020,28.12.2020,,,,,,,,,,,,,,,,,,,,,,,,8129,,0xF921ae2DAC5fa128DC0F6168Bf153ea0943d2D43,CryptoRank
7901,Firepot AI,HOTT,,,,,15.11.2023,17.11.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7902,FireStarter,FLAME,,,,,,,,,,,,1,1,0,,,0,0,,,,,,,,,https://firestarter.fi,4.7,,12678,0,0x22e3f02f86bc8ea0d73718a2ae8851854e62adc5,ICOmarks
7903,Firmseed,FIRM,,,,,25.07.2023,26.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7904,Fishing Town,FHTN,,,,,12.12.2021,12.12.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7905,Fitblox,FBX,USA,,,,29.10.2018,30.03.2019,1 FBX = 0.10 USD,,0.16,,"100,000,000",1,1,0,,,0,0,,,,,ETH,https://documentcloud.adobe.com/link/track,,,https://www.fitblox.io,6.4,8,,0,,ICOmarks
7906,FitBurn,CAL,,,,,13.05.2023,14.05.2023,,,,,,,,,,,,,,,,,,,,,,,,23480,,0x859C940F080B197659b3EfFc804fD622Df66f0a1,CryptoRank
7907,FITN,FITN,,,,,23.07.2022,23.07.2022,,,,,,,,,,,,,,,,,,,,,,,,20372,,0x3bc1a74a483d721e7b41981dd445298024af620c,CryptoRank
7908,FitnessNFTCenter,FNC,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://docs.fitnessnftcenter.com/,,,http://www.fitnessnftcenter.com,4,1,,0,,ICOmarks
7909,FIToken,FIT,UK,,,,05.07.2020,20.08.2020,,,,,,0,0,0,,,0,0,,,,,,https://www.fitoken.org/whitepaper/,,,https://www.fitoken.org,2.4,10,,1,,ICOmarks
7910,Five for Planet,54P,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://fiveforplanet.wordpress.com,1.4,,,0,,ICOmarks
7911,FIXER CHAIN SWAP,FIXER,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://fixerchain.com/wp-content/uploads/2021/11/Whitepaper.pdf,,,https://fixerchain.com,1.9,,,0,,ICOmarks
7912,FixitFinder,FXTF,,,,,01.03.2024,01.09.2024,0.0243,12278,,,,0,1,0,,,0,0,,,,,,https://fixitfinder.s3.us-east-2.amazonaws.com/FixitFinder_WhitePaper.pdf,,,https://fixitfinder.co,2.4,,,0,,ICOmarks
7913,Fjord Foundry,FJO,,,,,16.04.2024,19.04.2024,,,,,,,,,,,,,,,,,,,,,,,,30810,,0x69457A1C9Ec492419344DA01Daf0DF0e0369d5D0,CryptoRank
7914,Flappy Base,FLAPPY,,,,,01.07.2024,31.07.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7915,Flashtools,FLASH,,,,,23.01.2024,26.01.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7916,FlatCoin,FLAT,,,,,,,1 FLAT ≈ 0.002179 USDT,,,,,0,0,0,,,0,0,,,,,,https://flateric.cc/FlatCoin%20White%20Paper.pdf,,https://github.com/raidshift/flatcoin,https://flateric.cc,2.1,,,1,0xe090657bf81a1aafc51cc6d363f588ec538978a8,ICOmarks
7917,FLDBcoin,FLDB,,,,,,,0.008 USD,,,,,0,0,0,,,0,0,,,,,,https://fldbcoin.com/wp-content/uploads/2021/11/fldbcoinwhitepaper.pdf,,,https://www.fldbcoin.com,3.7,,,0,,ICOmarks
7918,Fleamint,FLMC,,,,,27.08.2023,08.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7919,FlexQ,FLQ,,,,,20.12.2021,,1 BNB - 5210 FlexQ,,,,,0,0,0,,,0,0,,,,,,,,,https://flexq.io,5.3,,16682,0,0x2C55279F5D493c179849D380Db159FA19288E6C8,ICOmarks
7920,FlipperBase,FLIP,,,,,05.06.2024,06.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7921,Floki Frunk Reward,FLOK,,,,,05.11.2021,30.11.2021,,,,,,0,1,0,,,0,0,,,,,,https://flokifrunkpuppy.cc/wp-content/uploads/2021/10/Floki-Frunk-Reward.pdf,,https://github.com/FlokiFrunkPuppy/FlokiFrunkPuppy.sol/blob/main/FlokiFrunkPuppy.md,https://flokifrunkpuppy.cc,2.4,,,0,,ICOmarks
7922,FlokiSpace,FLOKISPACE,,,,,,,0.001 USD,,,,,0,0,0,,,0,0,,,,,,,,,https://www.flokispace.live,1.9,,,0,,ICOmarks
7923,Floppa Token,FLOP,,,,,,,$6.3 per 1000 $FLOP,,,,,0,0,0,,,0,0,,,$5.4 per 1000 $FLOP,,,,,,https://floppa.tech,1.9,,,0,,ICOmarks
7924,Flourishing AI,AI,,,,,21.09.2021,21.09.2021,,,,,,,,,,,,,,,,,,,,,,,,10712,,0x6ab4ce36260f201e4e2391eca2fd7538f71e4131,CryptoRank
7925,Flow,FLOW,,,,,22.09.2020,02.10.2020,,,,,,,,,,,,,,,,,,,,,,,,,,0xf4e9466712865e00f44db80ab093e77c88bfd6f4,CryptoRank
7926,Flow Blockchain,FLOW,,,,,06.10.2020,06.10.2020,1 FLOW = 1 USD,,0.13,,"162,500,000",0,1,1,,,0,1,,,1 FLOW = 0.1 USD,,"ETH, BTC, USDC, Fiat",https://www.onflow.org/primer,,https://github.com/onflow,https://www.onflow.org,7.7,23,4558,0,0x5c147e74D63B1D31AA3Fd78Eb229B65161983B2b,ICOmarks
7927,FlowX,FLX,,,,,23.11.2023,24.11.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7928,Flowz coin,FLOWZ,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://bit.ly/FlOWZCoinwhitepaper,,,https://ayoalapafuja123.wixsite.com/flowzcoin,2.5,,,0,,ICOmarks
7929,Fluidity,FLY,,,,,14.03.2024,16.03.2024,,,,,,,,,,,,,,,,,,,,,,,,30452,,0x000F1720A263f96532D1ac2bb9CDC12b72C6f386,CryptoRank
7930,Flurry Finance,FLURRY,,,,,06.09.2021,06.09.2021,,,,,,,,,,,,,,,,,,,,,,,,10593,,0x60F63B76E2Fc1649E57a3489162732A90ACf59FE,CryptoRank
7931,Flux,FLX,,,,,01.12.2021,04.12.2021,,,,,,,,,,,,,,,,,,,,,,,,3029,,0x720cd16b011b987da3518fbf38c3071d4f0d1495,CryptoRank
7932,Fly Amanita,FLY,Lithuania,,,,24.05.2021,06.06.2021,1 FLY = 0.04 USD,,0.15,,"15,000,000",0,0,1,,,0,0,,,1 FLY = 0.026 USD,,"EUR, BTC, USDT, BNB",https://drive.google.com/file/d/1u8cUfGpYawiuPUI5yWOrvZP9puRAIL0U/view,,,https://www.flyamanita.com,8.6,4,,0,,ICOmarks
7933,FLY NFT MARKET TOOL,FLY,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://www.amazonftspace.com,1.1,,,0,,ICOmarks
7934,FlyGuyzâ„¢,FLYY,,,,,01.11.2022,,0.050 USD,,,,,1,0,0,,,0,0,,,,,,https://whitepaper.flyguyz.io/,,,https://www.flyguyz.io,4.7,,,0,,ICOmarks
7935,Flype Fair,FLYP,,,,,11.07.2022,,,,,,,0,0,0,,,0,0,,,,,,,,,https://flype.fi,4,,21750,0,0x36d076480eb31c717137f400f9761a5151124c4b,ICOmarks
7936,FM Gallery,FMG,,,,,22.03.2021,22.03.2021,,,,,,,,,,,,,,,,,,,,,,,,8902,,0x2991341D28Eaea277785D20e1d878D478c7bA4C7,CryptoRank
7937,FNDZ,FNDZ,,,,,14.09.2021,14.09.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7938,FNKOS,FNKOS,,,,,25.04.2018,25.05.2018,,,,,,,,,,,,,,,,,,,,,,,,2924,,0x0707681f344deb24184037fc0228856f2137b02e,CryptoRank
7939,FOHO Coin,FOHO,Toronto,,,,27.07.2021,02.08.2021,I FOHO = 0.10 USDT,,,,,1,1,0,,,0,0,,,,,"ETH, BTC, LTC, USDC, USDT, Dogecoin, and over 50 other currencies",https://fohocoin.com/whitepaper,,,https://fohocoin.com,7.4,2,13026,1,0xDd2e93924BDD4E20C3CF4A8736E5955224FA450E,ICOmarks
7940,Foleum,,,,,,,,,,,,,0,0,0,,,0,0,,,,,"BTC, ETH, Fiat",https://drive.google.com/file/d/1mgiSIE3ygC7LRb5nUut1SrHiN9tDJ8RG/view,,,https://www.foleum.io,5.5,9,,1,,ICOmarks
7941,Fomo Bull Club,FOMO,,,,,27.03.2024,28.03.2024,,,,,,,,,,,,,,,,,,,,,,,,30270,,0x9A86980D3625b4A6E69D8a4606D51cbc019e2002,CryptoRank
7942,FOMO Chronicles Manga,OTAKU,,,,,04.10.2021,13.10.2021,,,,,,,,,,,,,,,,,,,,,,,,12622,,0x484215873a674f9af73367a8f94c2c591e997521,CryptoRank
7943,Fomo Labs,FOMO,,,,,09.04.2021,09.04.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7944,Food Club (FOODC),FOODC,,,,,,,"0,01 USD",,,,,0,0,0,,,0,0,,,,,ETH,https://www.foodclub.ai/#whitepaper,,,http://www.foodclub.ai,5.1,3,,1,,ICOmarks
7945,Foodimus,FDM,Netherlands,,,,01.03.2018,15.04.2018,0.1980 USD,,0.70,,7,0,0,0,,,0,0,,,,,ETH,https://www.foodimus.com/wp-content/uploads/2017/11/foodimus-whitepaper.pdf,,,https://www.foodimus.com,4.4,6,,1,,ICOmarks
7946,Football Battle,FBL,,,,,20.06.2022,20.06.2022,,,,,,,,,,,,,,,,,,,,,,,,20741,,0x393c44a497706dde15996bb0c7bdf691a79de38a,CryptoRank
7947,Football Goal Coin,FGC,United Kingdon & Singapore,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://footballgoalcoin.com/whitepaper/,,https://github.com/FootballGoalCoin,http://footballgoalcoin.com,5.3,3,,0,,ICOmarks
7948,Footbopoly,FOOT,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://github.com/footbopoly/Whitepaper/blob/master/whitepaper.pdf,,https://github.com/footbopoly/,https://footbopoly.com,6.2,3,,0,,ICOmarks
7949,ForceCowBoy,FCB,,,,,08.10.2021,09.10.2021,,,,,,,,,,,,,,,,,,,,,,,,12730,,0xD6F53E7fA7c6c83D749255C06E9444E3325Ab53E,CryptoRank
7950,Foreon Network,FRN,,,,,,,,,0.50,,"5,000,000",0,0,0,,,0,0,,,,,,https://docs.foreon.network/,,,https://foreon.network,2.3,,,0,,ICOmarks
7951,Forest Knight,KNIGHT,,,,,18.09.2021,18.09.2021,,,,,,,,,,,,,,,,,,,,,,,,11324,,0x4455eF8B4B4A007a93DaA12DE63a47EEAC700D9D,CryptoRank
7952,Forever Has Fallen,FC,Australia,,,,08.05.2018,19.06.2018,0.0510 USD,,0.35,,"350,000,000",1,1,0,,,1,0,,,,,ETH,https://foreverhasfallen.com/assets/fhf_whitepaper.pdf,,https://github.com/usetech-llc/forever_coin,https://www.foreverhasfallen.com,9.1,6,,1,0xfdb1d263112b0a668dce5748d961b4851cfca8ee,ICOmarks
7953,Forgotten Chain,FTC,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://forgottenchain.com/img/assets/pdf/whitepaper.pdf,,,https://forgottenchain.com,4.2,,19462,0,,ICOmarks
7954,Forgotten Playland,FP,,,,,14.02.2024,21.02.2024,,,,,,,,,,,,,,,,,,,,,,,,29486,,0xEeee2A2E650697d2A8e8BC990C2f3d04203bE06f,CryptoRank
7955,Forint,FORINT,,,,,16.06.2021,20.06.2021,0.0000005 USD,,,,,0,0,0,,,0,0,,,,,,https://www.forint-token.net/forint_whitepaper.pdf,,,http://www.forint-token.com,6.3,4,,0,,ICOmarks
7956,Forint Finance,4INT,,,,,,,0.028875 USD,,,,,0,1,0,,,0,0,,,,,,https://docs.google.com/presentation/d/1w-iYzMkMk3ymFUQQjrnKDflhSnLF-mr4kb9MM1AhsH4/edit,,,http://forintfinance.com,4.2,,10981,0,0xAe8D1d335364aE1d16677390750aEB4C1b2332cb,ICOmarks
7957,Formacar Crypto,FCG,,,,,,,,,,,,1,0,0,,,0,0,,,,,,https://whitepaper.formacar.io/,,,https://formacar.io,5.3,,,0,,ICOmarks
7958,Formation Fi,FORM,,,,,07.06.2021,18.06.2021,,,,,,,,,,,,,,,,,,,,,,,,10408,,0x21381e026ad6d8266244f2a583b35f9e4413fa2a,CryptoRank
7959,Fortuna Finance,FTNA,,,,,31.01.2024,03.02.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7960,Forty Seven Bank,FSBT,Latvia,,,,16.12.2017,30.04.2018,≈ 2.4 USD,10000000,,,,0,0,1,,,1,0,,,,,"ETH, BTC",https://drive.google.com/file/d/0BzvESRkgX-uDeHc1QjRzbHRBelU/view,,,https://www.fsbt.tech,,13,,1,,ICOmarks
7961,Forward Protocol,FORWARD,,,,,01.02.2024,01.02.2024,,,,,,,,,,,,,,,,,,,,,,,,11919,,0x886640149E31E1430FA74Cc39725431eb82ddFB2,CryptoRank
7962,FOTA - Fight Of The Ages,FOTA,,,,,16.06.2022,16.06.2022,,,,,,,,,,,,,,,,,,,,,,,,15067,,0x0A4E1BdFA75292A98C15870AeF24bd94BFFe0Bd4,CryptoRank
7963,Fox Finance 2.0,Fox Finance 2.0,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://www.foxfinance2.com,2.8,,,0,,ICOmarks
7964,Foxiverse,DRAM,,,,,07.01.2023,,,,,,,0,0,0,,,0,1,,,,,,https://foxiverse.io/whitepaper.pdf,,https://www.github.com/firststudioart,https://foxiverse.io,4.5,,,0,,ICOmarks
7965,FoxQL,FQL,Turkey,,,,,,,,,,,0,0,0,,,0,0,,,,,TRX,https://github.com/foxql/foxql/wiki/LitePaper-(EN),,https://github.com/foxql,https://foxql.com,2.4,,,0,,ICOmarks
7966,Foxy Shiba,FSHIBA,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://foxyshiba.gitbook.io/foxy-shiba/,,,https://foxyshiba.net,1.6,,,0,,ICOmarks
7967,Fractal,FCL,,,,,25.02.2021,25.02.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7968,Fractal Network (Findora),FRA,,,,,28.12.2020,11.01.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7969,FRAGMA,FRA,Isle of Man,,,,04.03.2022,11.03.2022,1 FRA = 0.75 USD,,,,,0,0,0,,,0,0,,,,,"USDT, USDC, ETH, BTC",,,https://github.com/fragmanet,https://fragma.net,8.6,4,,0,,ICOmarks
7970,Fragmint,FRAG,,,,,13.10.2022,13.10.2022,,,,,,,,,,,,,,,,,,,,,,,,22445,,0x1a73308d8eeb3c1a2b771e9ace73508c52706b76,CryptoRank
7971,Francs,FRN,,,,,,18.02.2018,,,,,,,,,,,,,,,,,,,,,,,,1164,,,CryptoRank
7972,Franklin,FLY,,,,,13.04.2021,13.04.2021,,,,,,,,,,,,,,,,,,,,,,,,9120,,0x85f6eb2bd5a062f5f8560be93fb7147e16c81472,CryptoRank
7973,Free Life NFT,FREELIFE,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://freelife.io,3.7,,,0,,ICOmarks
7974,Freela,FREL,,,,,27.05.2021,27.05.2021,,,,,,,,,,,,,,,,,,,,,,,,9976,,0x29ceddcf0da3c1d8068a7dfbd0fb06c2e438ff70,CryptoRank
7975,FreeLance2.0,FL20,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://fl20.io,3.3,,,0,,ICOmarks
7976,Freeway,FWT,,,,,20.10.2020,20.10.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7977,FreldoCoinX,FRECNX,,,,,17.08.2018,31.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7978,Frenzay,FAY,,,,,20.12.2023,21.12.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7979,FreshCut,FCD,,,,,27.04.2022,06.05.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7980,Friend3,F3,,,,,24.11.2023,25.11.2023,,,,,,,,,,,,,,,,,,,,,,,,28496,,0x9e57e83ad79ac5312ba82940ba037ed30600e167,CryptoRank
7981,Frist BIT none-Fungible Coin,FBFC,,,,,17.05.2021,30.06.2021,,,0.33,,"1,810,250,000",1,0,0,,,0,1,,,,,USDT,https://1bfc.com/EN.pdf,,,https://1bfc.com,4.9,,,1,,ICOmarks
7982,Frodo Tech,FRDX,New Zealand,,,,01.12.2021,30.08.2022,1 FRDX = 0.000038 USD,,0.20,,"16,575,000",0,0,1,,,1,1,,,0.00001,,BNB,https://www.frodotech.com/#whitepaper,,,https://www.frodotech.com,8.3,6,,0,,ICOmarks
7983,Frosty Casino,CHIP,,,,,,,0.0028$,20186,,,,1,0,0,,,0,0,,,,,,https://frosty-casino.gitbook.io/home,,,https://frosty.casino/sale,2.1,,,0,,ICOmarks
7984,Froyo Games,FROYO,,,,,18.01.2022,18.01.2022,,,,,,,,,,,,,,,,,,,,,,,,17444,,0xe369fec23380f9F14ffD07a1DC4b7c1a9fdD81c9,CryptoRank
7985,Fruit's Adventures,FRUIT,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://www.fruitsadventures.com,4.7,,10673,0,,ICOmarks
7986,Fry Egg,EGG,,,,,,,,,0.50,,"200,000,000",0,0,0,,,0,0,,,,,"BTC, ETH, LTC",https://tokensale.fryegg.com/docs/fryeggwhitepaper.pdf,,,https://tokensale.fryegg.com,7.6,11,,1,,ICOmarks
7987,Ftribe Fighters,F2C,,,,,04.01.2022,04.01.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7988,FuelCoin,FC2,,,,,,29.10.2017,,,,,,,,,,,,,,,,,,,,,,,,381,,,CryptoRank
7989,FUFU,FUFU,,,,,29.09.2021,30.09.2021,,,,,,,,,,,,,,,,,,,,,,,,12199,,0x509a51394cc4d6bb474fefb2994b8975a55a6e79,CryptoRank
7990,FujiCompany,FJT,,,,,,,0.75 USD,,,,,0,0,0,,,0,0,,,,,,,,,http://fujicompany.io,3.3,,20126,0,,ICOmarks
7991,Funarcade,FAT,,,,,23.01.2024,24.01.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7992,Fund for Health,FUH,,,,,,05.02.2022,,,,,,0,0,0,,,0,0,,,,,,https://fuhtoken.com/wp-content/uploads/2022/01/whitepaper.pdf,,,https://fuhtoken.com,1.9,3,,0,,ICOmarks
7993,Fund Platform,FUND,Russia,,,,03.04.2018,03.05.2018,0.1000 USD,4432625,0.60,,100,0,0,0,,,0,0,,,,,"XEM, BTC, ETH, BCH, DASH, NEO, LTC, XRP, ETC",https://fundplatform.io/assets/doc/Fund_Platform_White_paper_ver.2.1_Eng.pdf,,,https://www.fundplatform.io,7.2,13,,0,,ICOmarks
7994,FundersToken,FST Token,China,,,,15.06.2018,31.07.2018,0.1272 USD,,,,,0,0,0,,,0,0,,,,,,https://docs.wixstatic.com/ugd/e34917_6979bdbb80e0415883f201d0647d892a.pdf,,,https://fstk.io,3.5,5,,1,,ICOmarks
7995,Funganomics,FGS,,,,,,,,,,,,1,0,0,,,0,0,,,,,,https://funganomics.com/wp-content/uploads/2021/12/WPFGS.pdf,,,https://funganomics.com,4.7,11,,0,,ICOmarks
7996,FuruKuru,FUKU,,,,,22.10.2021,22.10.2021,,,,,,,,,,,,,,,,,,,,,,,,12963,,0x685b63CFE0179b3EFb70A01dCb1D648549AA192d,CryptoRank
7997,Fusible,FUSII,,,,,05.03.2021,05.03.2021,,,,,,,,,,,,,,,,,,,,,,,,8703,,0x3a50d6daacc82f17a2434184fe904fc45542a734,CryptoRank
7998,Fusotao Protocol,TAO,,,,,25.07.2022,26.07.2022,,,,,,,,,,,,,,,,,,,,,,,,20203,,0xda8b3F41D15cE21600616890F75A790DeaEAe6Cf,CryptoRank
7999,Futereum,Unknown,Panama,,,,05.01.2018,,,,,,,0,0,0,,,0,0,,,,,,https://futereum.org/wp-content/uploads/2018/01/FUTR-WP2_0_cp.pdf,,,https://futereum.org,2.3,,,0,,ICOmarks
8000,Futira,FUT,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://futiracoin.com/wp/FutiraCoinWhitePaper.pdf,,,https://futiracoin.com,6.5,2,,0,,ICOmarks
8001,Futuball,FB,,,,,12.11.2022,12.11.2022,,,,,,,,,,,,,,,,,,,,,,,,22631,,0xBB4BbeEa97Ec14406Fb75aa43AaB02D7ef6b35b4,CryptoRank
8002,Futures Finance,FuFi,,,,,,,,,0.45,,"4,500,000,000",0,0,0,,,0,0,,,,,,https://fufi.info/static/media/FuFiWhitepaper.00e85263.pdf,,,https://fufi.info,2.1,,18423,0,,ICOmarks
8003,Futurier Coin,FTR,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://futurier.com,1.2,,,0,,ICOmarks
8004,Futusato,FUSAT,,,,,12.12.2021,30.04.2022,1 FUSAT = 0.015 USD,132122,,,,0,0,0,,,0,0,,,,,,https://futusato.com/whitepaper,,,http://futusato.com,7.8,5,,0,,ICOmarks
8005,FWAR FINANCE,FWK,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://docs.fwar.finance/,,,https://www.fwar.finance,4.9,,16120,0,0xce3e05e2dfce8673e08514615dd976754bb88b25,ICOmarks
8006,Fx Rumble,FXRUMBLE,,,,,31.05.2023,31.05.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
8007,FX Token,FXTO,United Kingdom,,,,03.03.2023,30.04.2023,1 ETH = 32500 FXTO,,,,,0,0,0,,,0,0,,,,,,https://fx-token.io/wp-content/uploads/2023/03/FX-Token-Whitepaper-4.pdf,,,https://fx-token.io,7.1,3,,1,,ICOmarks
8008,fx{swap},fx{ },,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://fxswap.exchange,3.3,,,0,,ICOmarks
8009,Gadget War,GWAR,,,,,09.12.2021,09.12.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
8010,GAEA Space Polemos,GAEA,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://www.canva.com/design/DAEyQAZeNhQ/mSgAuxcuCgTxs1CWZX4FDA/view,,,https://gaeaspace.app,4.2,,,0,,ICOmarks
8011,Gagsty Token,Gagsty,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://whitepaper.gagsty.com/,,,https://token.gagsty.com,3.5,,,0,,ICOmarks
8012,Gaia Everworld,GAIA,,,,,01.11.2021,01.11.2021,,,,,,,,,,,,,,,,,,,,,,,,12650,,0x347e430b7cd1235e216be58ffa13394e5009e6e2,CryptoRank
8013,GAIN PROTOCOL,GAIN,USA,,,,25.07.2021,25.07.2021,0.000000000348736 BNB,,0.86,,"860,000,000,000",0,0,1,,,0,1,,,0.000000000174368 BNB,,BNB,http://www.gainprotocol.com/whitepaper,,https://github.com/gainprotocol,https://www.gainprotocol.com,9.3,3,11833,0,0xa24e87efb0a6599c18f3710db47f724acef5254b,ICOmarks
8014,Gainpool,GAIN,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://docsend.com/view/88c9x443pgvj9e39,,https://github.com/GainPool,https://gainpool.io,7.4,3,14147,0,0xaac073847e989c6d9d2f115a69e57a024415c684,ICOmarks
8015,Gains,GAINS,,,,,06.04.2021,06.04.2021,,,,,,,,,,,,,,,,,,,,,,,,9125,,0x056C1D42Fb1326f57da7f19eBB7dDA4673f1FF55,CryptoRank
8016,GAJ Coin,GAJ,Estonia,,,,25.10.2021,07.03.2022,,,0.60,,"94,500,000",0,0,0,,,0,0,,,,,"ETH, BTC, XRP, Coinbase Commerce, Paypal and Credit & Debit Cards",https://drive.google.com/file/d/1OuUS6OaUzvE3uABrvyjRTxbUaX-z3Aj4/view,,https://www.github.com/gajcoin,http://www.gacoin.com,3,,,1,,ICOmarks
8017,Gakcoin,GKC,,,,,12.10.2022,13.11.2022,1 BNB = 10000000.0 GKC,,,,,0,0,0,,,0,0,,,,,,https://drive.google.com/file/d/17_as3uPece14HboRzpQCErZ86MXOQ9rn/view,,,https://gakcoin.info,1.4,,,0,,ICOmarks
