id,name,token,country,is_ico,is_ieo,is_sto,ico_start,ico_end,price_usd,raised_usd,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,bounty,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,platform,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,Coinmarketcap_identifier,ERC20,contract_address,Source
66,Insureum,ISR,South Korea,1,0,0,2018-05-30,2018-05-30,1,,0.65,,193050000,,0,1,,0.1 ETH,0,Available,,,,1,ETH,https://s3.ap-northeast-2.amazonaws.com/insureum/whitepaper-en.pdf,https://www.linkedin.com/company/zikto/about/,https://www.github.com/TeamZikto?tab=repositories,http://insureum.co?utm_source=icobench,3.9,23,3466,1,0x9657fb399847d85a9c1a234ece9ca09d5c00f466,ICObench
67,Juiice,JUI,British Virgin Islands,1,0,0,2020-07-27,2020-07-28,2.0000000000000001E-4,,0.6,,30000000000,No,1,0,,0.1 ETH,0,Available,,,,1,"ETH, BTC, BCH",https://www.juiice.io/wp/whitepaper-juiice.pdf,https://www.linkedin.com/company/juiice-ltd/,https://www.github.com/organizations?tab=repositories,https://www.juiice.io?utm_source=icobench,4.4,16,6169,1,,ICObench
68,Kimera,KIMERA,USA,1,0,0,,,1 KIMERA = 0.00036 ETH,,0.5,,1000000000,Yes,1,1,"USA, China, South Korea",0.1 ETH,1,Available,2018-04-30,2018-07-01,0.16341047963999999,0,ETH,https://kimera.ai/wp-content/uploads/2018/04/Kimera-Whitepaper.pdf,https://www.linkedin.com/company/hyperquant,https://www.github.com/kimera?tab=repositories,https://kimera.ai?utm_source=icobench,3.8,20,,1,0xa4ea95dcfe678cc42cf06a904417c40b5ef8a980,ICObench
69,Kryptoin,KRP,Cayman Islands,1,0,0,2018-09-01,2019-03-01,35.440800000000003,,0.6,,1078825,Yes,1,1,,0.1 ETH,1,Available,2018-05-01,2018-09-01,29.534100299999999,0,ETH,https://kryptoin.io/whitepaper,https://www.linkedin.com/company/zikto/,https://www.github.com/consynor?tab=repositories,https://kryptoin.io/?utm_source=icobench,3.7,8,,1,,ICObench
70,MYDFS,MYDFS,Ireland,1,0,0,2018-10-15,2018-11-16,1,,0.2,,25000000,Yes,1,1,"USA, China, Singapore",0.223 ETH,1,Available,2018-04-16,2018-05-06,0.7,0,"ETH, BTC",https://tokensale.mydfs.net/docs/en/whitepaper.pdf,https://www.linkedin.com/company/juiice-ltd/,https://www.github.com/mydfs?tab=repositories,https://tokensale.mydfs.net/?utm_source=icobench,4,18,,1,,ICObench
71,NextPakk,Pakka,USA,1,0,0,2018-09-01,,0.32,,0.2,,200000000,Yes,1,0,,"5,000 USD",1,Available,2018-08-01,2018-08-30,0.16,1,"BTC, ETH, Fiat",https://s3.amazonaws.com/nextpakk-assets/docs/pakka-ico-whitepaper.pdf,TBD,https://www.github.com/nextpakk?tab=repositories,https://www.nextpakk.com?utm_source=icobench,4.4,16,,0,,ICObench
72,NurseToken,NUR,Cayman Islands,1,0,0,2018-04-16,2018-10-13,5.0999999999999997E-2,,0.5,,150000000,Yes,1,1,"USA, Cayman Islands",1 NEO,0,Available,,,,0,"NEO, BTC, ETH, LTC, Fiat",https://www.nursetoken.io/nursetoken-whitepaper.pdf,,https://www.github.com/NurseToken?tab=repositories,https://nursetoken.io?utm_source=icobench,3.7,12,,0,,ICObench
73,NWPSolution,NWP,Estonia,1,0,0,2018-08-01,2018-12-01,0.05,,0.5,,500000000,Yes,1,1,USA,,1,Available,2018-04-30,2018-06-15,0.01,1,"BTC, ETH, LTC, Dash",http://www.nwpsolution.com/nwp_whitepaper.pdf,https://www.linkedin.com/company/mydfs/,https://www.github.com/NWPSolution?tab=repositories,http://www.nwpsolution.com?utm_source=icobench,4.2,15,,1,,ICObench
74,PearlPay,PRLPAY,Philippines,1,0,0,2018-09-01,2018-10-30,0.2,,0.35,,175000000,Yes,0,1,China,100 USD,1,Available,2018-07-10,2018-08-30,0.2,0,"BTC, KMD",http://assets.pearlpay.io/pdf/pp-whitepaper.pdf,https://www.linkedin.com/company/pearlpayofficial/,https://www.github.com/prlpay?tab=repositories,https://www.pearlpay.io/?utm_source=icobench,3.9,9,,0,,ICObench
75,Qravity,QCO,Austria,1,0,0,2018-09-01,2018-10-07,5.9068200600000002E-2,,0.5,,500000000,No,0,1,"USA, China, South Korea",0.1 ETH,1,Available,2018-08-18,2018-08-31,5.6600799600000001E-2,1,ETH,https://qravity.com/en/whitepaper/,https://www.linkedin.com/company/qravity/,https://www.github.com/QravityMediaGmbH?tab=repositories,https://qravity.com/en/?utm_source=icobench,3.8,19,,1,,ICObench
76,Quizando,QUIZ,Malta,1,0,0,2018-10-01,2018-11-30,0.01,,0.29,11580000,348000000,Yes,1,1,"USA, China",,1,Available,2018-09-15,2018-09-30,,0,"BTC, ETH, Fiat",https://www.quizando.io/resources/Quizando%20White%20paper%20-%20V9.6%20-%20Aug%202018.pdf,https://www.linkedin.com/company/quizando/,https://www.github.com/quizando?tab=repositories,https://quizando.io?utm_source=icobench,4.3,14,,1,,ICObench
77,Railz,RLZ,Cayman Islands,1,0,0,,,1 RLZ = 0.0002 ETH,,0.25,,500000000,Yes,1,1,"USA, China, Singapore",,1,Available,2018-05-01,2018-05-30,,0,ETH,https://drive.google.com/file/d/1mXL8K6pRkM109ZdXlFrbdSQDnQ72Pe3z/view,TBD,https://www.github.com/railzgithub?tab=repositories,http://railz.org?utm_source=icobench,3.7,9,,1,,ICObench
78,Scienceroot,ST,Romania,1,0,0,2018-07-15,2018-08-15,0.11459999999999999,,0.6,,300000000,No,1,1,"USA, Ecuador, China, Bangladesh, India",100 EUR,1,Available,,,,1,"ETH, BTC, LTC, ZEC",https://scienceroot.com/resources/whitepaper.pdf,https://www.linkedin.com/company/scienceroot/,https://www.github.com/scienceroot?tab=repositories,https://www.scienceroot.com?utm_source=icobench,4.1,16,,0,,ICObench
79,Shipit,SHPT,Saint Kitts and Nevis,1,0,0,,,1.4999999999999999E-2,,0.75,,375000000,Yes,1,1,"USA, China, Singapore, New Zealand",,1,Available,,,1.4999999999999999E-2,1,"ETH, BTC, LTC",https://token.shipit.me/files/en/whitepaper.pdf,TBD,https://www.github.com/Shipit-Github?tab=repositories,https://token.shipit.me/?utm_source=icobench,4.2,28,,1,,ICObench
80,SOMESING,SSX,Singapore,1,0,0,2019-01-14,2019-02-28,0.01,,0.15,,900000000,No,1,0,"USA, China",300 ICX,1,Available,2019-01-14,2019-02-28,,0,ICON,https://somesing.io/global/assets/file/whitepaper_en.pdf,https://www.linkedin.com/company/somesing/,https://www.github.com/somesing-io?tab=repositories,https://somesing.io/index?lang=en&utm_source=icobench,4.1,12,5612,0,0x63dec0c0cf911d8967446ce422dd31f13e1e0556,ICObench
81,Spokkz,SPKZ,Singapore,1,0,0,2018-06-28,2018-09-09,0.08,,0.3,,300000000,Yes,1,1,"USA, China",,1,Available,,,,0,"ETH, BTC, Fiat",https://www.spokkztoken.com/static/documents/whitepaper.pdf,https://www.linkedin.com/company/spuul/,https://www.github.com/Spuul?tab=repositories,https://spokkztoken.com/?utm_source=icobench,4,18,,1,,ICObench
82,Superbloom,SEED,Cayman Islands,1,0,0,2018-03-08,2018-03-15,0.1,,0.55,,290000000,Yes,1,1,USA,1 ETH,1,Available,2018-02-08,2018-03-08,0.1,1,ETH,https://docsend.com/view/54zs5cg,,https://www.github.com/jendiamond?tab=repositories,https://www.superbloom.com/?utm_source=icobench,3,5,,1,,ICObench
83,SupPorter,SPT,USA,1,0,0,,,,,0.45,,450000000,Yes,1,1,,,0,Available,2018-04-20,2018-07-20,0.02,1,"BTC, ETH, LTC",http://supporterinc.io/images/SupPorter_Token_Sale_Whitepaper_v.1.008.pdf,TBD,https://www.github.com/SupPorterInc?tab=repositories,https://supporterinc.io/?utm_source=icobench,3.4,21,,1,,ICObench
84,Swing,SWG,USA,1,0,0,2018-06-08,2018-08-08,0.25,,0.65,,616000000,Yes,1,1,no,200 SWG,0,Available,,,0.25,0,"ETH, BTC, XEM",https://Swing.Golf/assets/docs/Swing.Golf-TGE-WhitePaper-English.pdf,,https://www.github.com/https:?tab=repositories,https://swing.golf/site?utm_source=icobench,3.9,8,1085,1,,ICObench
85,Trimpo,TRIMPO,USA,1,0,0,2018-08-15,2018-11-01,0.70591003500000005,,0.6,,500000000,No,0,1,,0.0025 ETH,0,Available,2018-05-15,2018-07-15,1.1246250149999999,1,"ETH, BTC",https://trimpo.io/documents/Trimpo_whitepaper.pdf,https://www.linkedin.com/company/trimpo/,https://www.github.com/media20?tab=repositories,https://trimpo.io/?utm_source=icobench,4.4,12,,1,,ICObench
86,Urbit Data,URB,Spain,1,0,0,,,0.1,,0.42,,252000000,No,0,1,,100 USD,1,Available,2018-06-14,2018-08-27,0.1,0,"BTC, ETH, Fiat",https://cdn.urbit.io/documents/en/WhitePaperUrbit(ENG).pdf,TBD,https://www.github.com/urbitdata?tab=repositories,https://urbitdata.io/?utm_source=icobench,3.9,20,,1,,ICObench
87,YondoCoin,YON,Australia,1,0,0,,,0.2,,0.5,,100000000,No,1,1,China,100 YON,1,Available,2018-03-13,2018-07-31,0.2,1,"ETH, BTC, LTC, Fiat",https://whitepaper.yondo.com/files/YondoCoin-Token-Sale-White-Paper.en.pdf,TBD,https://www.github.com/yondoecommerce?tab=repositories,https://tokensale.yondo.com?utm_source=icobench,3.9,14,,1,0xea3193c4e655eb66526ca6ec3416a752c817f4df,ICObench
88,Zeex,ZIX,Israel,1,0,0,2018-06-28,2018-07-12,8.4472997999999994E-2,,0.4,,,No,1,0,"Israel, USA, China, Lebanon, Iran.",0.1 ETH,1,Available,2018-07-05,2018-07-06,,1,ETH,https://storage.googleapis.com/www.zeex.me/zeex-whitepaper.pdf,https://www.linkedin.com/company/zeex/,https://www.github.com/Zeexme?tab=repositories,https://www.zeex.me/?utm_source=icobench,4.2,13,,1,,ICObench
89,2Key,2KEY,Israel,1,0,0,2020-05-02,2020-05-10,9.5000000000000001E-2,600000,0.31,,,Yes,1,0,,,0,Available,,,,0,,https://home.2key.network/tge-whitepaper,https://www.linkedin.com/company/2key/,https://www.github.com/PeculiarVentures?tab=repositories,https://www.2key.network/?utm_source=icobench,3.9,28,5587,1,0xe48972fcd82a274411c01834e2f031d4377fa2c0,ICObench
90,Auditchain,AUDT,Switzerland,1,0,0,,,8.8969999999999994E-2,2500000,0.8,,160000000,No,1,1,"United States of America, Afghanistan, Cuba, Iran, Iraq, Libya, N. Korea, Syria, Myanmar, Haiti, Liberia, Rwanda, Somalia, Sudan, or the Democratic Republic of the Congo",,1,Available,,,0.1,1,"BTC, ETH, USDC, EUR",https://auditchain.com/wp-content/uploads/2017/10/Auditchain-Whitepaper.pdf,https://www.linkedin.com/company/urbitdata,https://www.github.com/Auditchain?tab=repositories,https://auditchain.com?utm_source=icobench,3.8,5,,1,,ICObench
91,AWAX Blockchain Of Trust,AWAX,UK,1,0,0,2019-01-15,,0.05,,0.6,16588600,30000000000,Yes,1,1,,100 USD,1,Available,2018-11-02,2018-12-15,0.01,1,"ETH, BTC, LTC, CSP",https://www.awax.co.uk/docs/Awax_WhitepaperV2-210918.pdf,TBD,,http://awax.co.uk/?utm_source=icobench,3.8,22,,1,0x03fb0c3b86086170b81b9c8bea0a74775f90a314,ICObench
92,Bamboo (Wellness),BMBU,Singapore,1,0,1,2020-04-01,2020-03-31,0.04,,0.5,,500000000,No,1,0,"Balkans, Belarus, Burundi, Central African Republic, Cuba, Democratic Republic of Congo, Iran, Iraq, Lebanon, Libya, Nicaragua, North Korea, Somalia, Sudan & Dufar, Syria, Ukraine/Russia, Venezuela, Yemen, Zimbabwe investors.",,1,Available,2019-11-01,2020-01-31,,0,ETH,https://tokensale.thebamboo.io/documents/Bamboo_White_Paper.pdf,https://www.linkedin.com/company/thebamboo/,https://www.github.com/blockconnectorslabs?tab=repositories,https://tokensale.thebamboo.io/?utm_source=icobench,4.3,17,,1,,ICObench
93,CARE TOKEN,CARE TOKEN,Nigeria,1,0,0,2019-11-20,2021-01-31,0.4,,0.35,,175000000,No,0,1,USA,100 USD,1,Available,,,0.15,1,"ETH, BTC",https://aaelderlycares.org/viewer.html,https://www.linkedin.com/company/aaelderlycare/,,https://aaelderlycares.org/caretoken.html?utm_source=icobench,4.1,13,,1,,ICObench
94,Cocoricos,EGG,France,1,0,0,,,0.02,,92,,307500000,No,1,0,"Bangladesh, Bolivia, China, Ecuador, India, Nepal, Pakistan and North Korea.",10 USD,1,,2019-08-01,2019-12-31,0.02,0,ETH,https://www.dropbox.com/s/ybxyyi8y0pipqc7/COCORICOS_WHITEPAPER_EN_01.pdf?dl=0,TBD,https://www.github.com/Cocoricos?tab=repositories,https://cocoricos.io/ieo/cocoricos/8945?utm_source=icobench,4.1,6,,1,,ICObench
95,Cogmento,COGS,USA,1,0,0,2019-03-01,2020-12-31,0.1,,0.2,,200000000,No,1,0,"USA, Singapore, China, Iran, North Korea, Syria, Sudan, Cuba",50 USD,1,Available,2019-02-01,2019-02-28,0.08,0,ETH,https://cogmento.com/Cogmento_Whitepaper_1.0.pdf,https://www.linkedin.com/company/cogmento/,https://www.github.com/cogmento?tab=repositories,https://cogmento.com?utm_source=icobench,3.7,4,,1,,ICObench
96,CRWD Network,CRWT,Austria,1,0,0,2018-08-03,2018-09-12,1.1332,,0.5,,22500000,Yes,1,1,"USA, China, Republic of Korea, Canada, New Zealand, Singapore, Cayman Islands",,1,,2018-06-04,2018-08-03,1.158601,1,"ETH, Fiat",https://ico.conda.online/whitepaper,https://www.linkedin.com/company/thebamboo,https://www.github.com/conda-ag?tab=repositories,https://ico.conda.online/?utm_source=icobench,3.8,26,,1,,ICObench
97,DenchMusic,MIC,Netherlands,1,0,0,2018-12-01,2018-12-15,8.5699999999999998E-2,,0.85,,425000000,Yes,1,1,USA,0.5 ETH,1,Available,2018-11-21,2018-11-30,3.6214855999999997E-2,1,ETH,http://denchmusic.io/wp-content/uploads/2018/05/Dench-Music-ICO-Whitepaper.pdf,https://www.linkedin.com/company/aaelderlycare/,,https://www.denchmusic.io?utm_source=icobench,3.4,21,,1,,ICObench
98,DeNet,DNET,Hong Kong,1,0,0,2018-08-01,2018-08-30,3.5000000000000003E-2,,0.7,,700000000,Yes,1,1,"USA, Hong Kong",,1,Available,2018-06-01,2018-07-15,3.5000000000000003E-2,0,"BTC, ETH, BCH, ETH",http://alpha.denet.pro/fm/source/whitepaper/WP_EN.pdf,https://fr.linkedin.com/company/cocoricos/,,https://denet.pro/?utm_source=icobench,3.9,19,,1,,ICObench
99,Digiwills,Digiwills / DGW,Dominican Republic,1,0,0,2020-01-30,,8.9999999999999993E-3,,0.45,,900000000,Yes,1,1,"USA, China",0.2 ETH,1,Available,,,7.4999999999999997E-3,0,ETH,https://digiwills.io/files/Digiwills_whitepaper_EN.pdf,TBD,https://www.github.com/digiwills?tab=repositories,https://digiwills.io?utm_source=icobench,3.8,8,,1,,ICObench
100,DYNO,DYNO,Germany,1,0,0,2018-05-01,2018-07-16,4.2841785273599997E-2,,0.55,,550000000,No,1,1,"USA, Hong Kong SAR, the Peoples Republic of China, Republic of Singapore.",1 ETH,0,Available,,,1 DYNO = 0.0000636 ETH,1,ETH,https://dyno.io/wp-content/uploads/2018/05/DYNO_Whitepaper_V5.pdf,https://www.linkedin.com/company/dynostics/,https://www.github.com/dyn0stics?tab=repositories,https://dyno.io?utm_source=icobench,4.3,16,,1,,ICObench
101,Ellcrys,ELL,USA,1,0,0,,,0.2,,0.4,,18200000,Yes,1,1,USA & China,0.15 ETH,1,Available,2019-07-01,2019-07-14,0.08,1,ETH,https://github.com/ellcrys/papers/blob/master/latex/white_paper.pdf,TBD,https://www.github.com/ellcrys?tab=repositories,https://ellcrys.org/?utm_source=icobench,3.7,13,,1,0xc9f990adfeb7726aad24e122ad7f8cdc4522d05b,ICObench
102,EthicHub,Ethix,Spain,1,0,0,2018-02-08,2018-03-08,0.64,,0.1,,10000000,Yes,1,1,"Canada, Singapore, China, USD, Puerto Rico, The Virgin Islands",,1,Available,,,0.38,1,"ETH, BTC, Fiat",https://storage.googleapis.com/stateless-landing/documents/EnglishWhitepaper.pdf,https://www.linkedin.com/company/ethichub/,https://www.github.com/EthicHub?tab=repositories,https://ethichub.com/?utm_source=icobench,3.5,15,,1,,ICObench
103,Fan360,FAN,UK,1,0,0,,,1,,0.6,,30000000,Yes,1,0,"USA, China",25 ETH,0,Available,,,,1,"BTC, ETH, LTC, BCH, Fiat",https://fan360.io/Fan360-whitepaper.pdf,TBD,https://www.github.com/fan360?tab=repositories,https://fan360.io?utm_source=icobench,4.2,29,,1,,ICObench
104,Further Network,ATON,UK,1,0,0,2018-09-09,2018-10-07,0.02,,0.6,,4200000000,Yes,1,1,"USA, China",1 USD,0,,2018-07-29,2018-09-09,0.02,1,"BTC, ETH, BCH, DASH, LTC, XLM, FIAT",https://further.network/whitepaper/whitepaper-latest-en.pdf,https://www.linkedin.com/company/furthernetwork/,https://www.github.com/furthernetwork?tab=repositories,https://further.network?utm_source=icobench,3.9,20,,0,,ICObench
105,GGRocket,GGR,Singapore,1,0,0,2018-10-30,2018-11-14,0.2,,0.5,,113110850,No,1,0,"USA, New Zealand, Iceland, Thailand, Afghanistan, Burundi, Balkan, Burma, Cote d’Ivoire, Cuba, Democratic Republic of Congo, Democratic Peoples’ Republic of Korea, Iran, Iraq, Liberia, Lebanon, Libya, Rwanda, Sierra Leone, Somalia, Sudan, Syria, Tanzania, Uganda, Zaire, Zimbawe",,1,Available,,,,0,"BTC, ETH, Fiat",https://ggrocket.io/wp/GGRocket_Whitepaper_en.pdf?v=20180608105917,,https://www.github.com/GGRocket?tab=repositories,https://ggrocket.io/?utm_source=icobench,4.3,16,,0,,ICObench
106,GoRecruit,GRT,British Virgin Islands,1,0,0,,,3,,0.65,,5379167,No,1,1,USA,,1,Available,,,2.5,1,"ETH, BTC, Fiat",https://grt.gorecru.it/doc/GoRecruit_Whitepaper.pdf?2,TBD,https://www.github.com/GoRecruit?tab=repositories,https://grt.gorecru.it/?utm_source=icobench,3.8,20,,1,,ICObench
107,HighVibe.Network,HV,Estonia,1,0,0,2018-11-11,2018-12-12,0.01,,0.45,,3600000000,Yes,1,0,"Algeria, Bangladesh, Bolivia, China, Ecuador, Ethiopia, Hong Kong, Indonesia, Iran, Iraq, Jordan, Kyrgyzstan, Macau, Morocco, Nepal, North Korea, Serbia, Sri Lanka, Syria, Taiwan, Trinidad & Tobago, Tunisia, USA, Vanuatu, Yemen",,1,Available,,,,1,"ETH, BTC",https://drive.google.com/file/d/1fqsUnfQTuQb0bLpTNwyHod1TIkB-Gy0z/view,https://www.linkedin.com/company/highvibe-network/,https://www.github.com/HighVibe?tab=repositories,https://www.highvibe.network/?utm_source=icobench,4.1,18,,1,,ICObench
108,IdeaFeX,IFX,France,1,0,0,2019-06-18,2019-09-30,0.1325259245,,0.4,,400000000,No,1,1,"USA, Syria, North Korea, Iran, Iraq",,1,Available,,,,1,"BTC, ETH, XRP, BCH, LTC, XLM, EUR",https://www.ideafex.com/docs/IdeaFeX_twp_v1.1.pdf,https://www.linkedin.com/company/ideafex/,https://www.github.com/IdeaFeX?tab=repositories,https://www.ideafex.com/?utm_source=icobench,3.8,12,,1,,ICObench
109,Lucre Global,LCRX,USA,1,0,0,2018-10-01,2018-12-31,0.25,,0.72,,259000000,No,1,1,USA,,1,Available,2018-09-01,2018-09-30,0.1,0,"BTC, ETH, Fiat",https://www.wearelucre.org/wp-content/uploads/The-Lucre-Manifesto-V1.4.pdf,,https://www.github.com/anchortech?tab=repositories,https://www.wearelucre.org?utm_source=icobench,3.5,1,,1,,ICObench
110,MAKE,MAKE,Estonia,1,0,0,,,0.01,,0.5,,2500000000,Yes,0,1,"USA, China",,1,,2018-07-15,2018-09-15,4.4999999999999997E-3,1,"ETH, BTC, Fiat",http://maketoken.io/MAKE%20Whitepaper%200.1.2.pdf,TBD,https://www.github.com/MAKEToken?tab=repositories,https://www.maketoken.io?utm_source=icobench,4.2,13,,1,,ICObench
111,MIMIC,MIMIC,Switzerland,1,0,0,2018-09-01,2018-11-01,0.05,,0.45,,405000000,Yes,1,1,"USA, China",200 USD,0,Available,,,3.8460000000000001E-2,1,ETH,https://gogomimic.com/docs/Mimic_White_Paper.pdf,https://www.linkedin.com/company/mimictrades/,https://www.github.com/mimic-trades?tab=repositories,https://gogomimic.com/?utm_source=icobench,3.8,18,,1,,ICObench
112,NOIA Network,NOIA,Gibraltar,1,0,0,2019-07-03,2019-07-03,,,0.3,,300000000,Yes,1,0,"USA, China, Japan",,0,Available,,,,0,ETH,https://drive.google.com/file/d/1sujDvBBmkr-OyVZt5wBkNGIMpjQ2qihS/view,,https://www.github.com/noia-network?tab=repositories,http://noia.network/?utm_source=icobench,3.8,16,4191,1,,ICObench
113,Pavocoin,PAVO,USA,1,0,0,2018-08-07,2018-09-15,0.1,,0.5,,500000000,Yes,1,1,"USA, Iran, North Korea, Cuba",500 USD,1,Available,2018-04-27,2018-08-06,0.1,1,,https://www.pavocoin.com/doc/PAVO_whitepaper_en.pdf,,https://www.github.com/pavocoin?tab=repositories,https://www.pavocoin.com/?utm_source=listing&utm_medium=icobench,3.6,27,,1,,ICObench
114,Prontapay,PRO,UK,1,0,0,2018-04-14,2018-06-14,0.14342270714200001,,0.3,,75000000,Yes,1,1,"USA, Canada, China, Singapore",,0,,,,,1,ETH,https://prontapay.io/White-Paper-v1.0.pdf,,,https://www.prontapay.io?utm_source=icobench,4,11,,1,,ICObench
115,Qobit,QOBI,Singapore,1,0,0,2019-01-01,2019-02-28,0.04,,0.45,,675000000,Yes,1,0,,,1,,2018-12-12,2018-12-31,,1,"BTC, ETH, NEO",https://www.qobit.com/wp-content/themes/qobit/img/Qobit-Whitepaper-en-1.0.pdf?2,https://www.linkedin.com/company/qobit/,https://www.github.com/adamchin02?tab=repositories,https://www.qobit.com?utm_source=icobench,3.8,9,,1,,ICObench
116,SilkRoadCoin,SilkRoadCoin / SRC,Switzerland,1,0,0,2020-01-31,2020-12-30,1.0072000000000001,,0.5,,500000000,Yes,1,0,no,,0,Available,,,1 SilkRoadCoin / SRC = 0.8 EUR,0,"USDT, ETH, BTC",https://lgrglobal.com/wp-content/uploads/2020/03/SilkRoadCoin-Whitepaper-V02-Jan-2020-OPT.pdf,https://www.linkedin.com/company/silkroadcoin/,,,3.8,7,,0,,ICObench
117,TANZO,TZO,Bulgaria,1,0,0,,,0.06,,0.68,,500000000,No,1,1,"USA, China,",50 USD,1,Available,,,0.04,1,"ETH, BTC",,TBD,https://www.github.com/TanzoICO?tab=repositories,https://tanzo.io/?utm_source=icobench,4.2,13,,1,,ICObench
118,TillBilly,BILL,Australia,1,0,0,,,1 BILL = 1 XLM,,0.2,,,Yes,1,1,"USA, China.",,1,Available,,,,0,XLM,http://bit.ly/tillbilly_whitepaper,TBD,https://www.github.com/TillBillyDev?tab=repositories,https://tillbilly.com?utm_source=icobench,4,8,,0,,ICObench
119,TontineTrust,TON,British Virgin Islands,1,0,0,,,1,,0.34,,340000000,Yes,1,1,,,1,,,,1,1,"XLM, BTC, ETH, DASH, BCH, LTC, XRP, EOS",https://tontinetrust.com/whitepaper-nt/TontineTrust.Non-Technical.Whitepaper.(V1.01D).pdf,TBD,,https://tontine.com/?utm_source=icobench,3.7,7,,0,,ICObench
120,Tresaro,TRE,Bulgaria,1,0,0,,,1 TRE = 0.0001 ETH,,0.65,,325000000,Yes,1,1,USA,0.1 ETH,1,Available,2018-08-10,2018-10-10,1.5803829790000001E-2,1,"ETH, BTC, BCH, NEO",https://tresaro.com/docs/Tresaro-WP.pdf,TBD,https://www.github.com/Tresaro?tab=repositories,https://tresaro.com?utm_source=icobench,3.2,10,,1,,ICObench
121,X-Block,IX,USA,1,0,0,2019-04-22,2019-04-22,5.4000000000000003E-3,1000000,0.35,,1750000000,Yes,1,1,"USA, China",,1,Available,2018-09-10,2018-10-31,,1,ETH,https://x-block.io/xblockfile/X-blockWhitepaper.pdf,https://www.linkedin.com/company/silkroadcoin,https://www.github.com/X-Block?tab=repositories,https://x-block.io/?utm_source=icobench,3.8,6,6326,1,0x53f0C9F1b6e283A59bCD672e80e2222b97E534Cb,ICObench
122,Zeon Network,ZEON,Germany,1,0,0,2020-01-01,2021-01-01,5.0000000000000001E-4,11230000,0.6,,30000000000,No,0,0,,5 USD,1,Available,2018-04-27,2018-05-28,5.0000000000000001E-4,1,"USD, USDT, BTC, ETH",https://zeon.network/whitepaper.pdf,https://www.linkedin.com/company/zeon-coin/,https://www.github.com/ZeonNetwork?tab=repositories,https://zeonc.com?utm_source=icobench,3.6,10,3795,0,0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532,ICObench
123,Zero Carbon Project,ZCC,UK,1,0,0,,,0.2,,0.51,,121330000,Yes,1,0,"USA, Japan, China",,0,Available,,,0.1,0,ETH,https://www.zerocarbonproject.com/white-paper/,TBD,https://www.github.com/zerocarbonproject?tab=repositories,https://www.zerocarbonproject.com?utm_source=icobench,4.1,7,,1,,ICObench
