id;name;token;country;is_ico;is_ieo;is_sto;ico_start;ico_end;price_usd;raised_usd;distributed_in_ico;sold_tokens;token_for_sale;whitelist;kyc;bonus;restricted_areas;min_investment;bounty;mvp;pre_ico_start;pre_ico_end;pre_ico_price_usd;platform;accepting;link_white_paper;linkedin_link;github_link;website;rating;teamsize;Coinmarketcap_identifier;ERC20
5737;ShipNEXT;SHPC;USA;1;0;0;2018-10-30;2019-03-17;0.12;NA;0.6;NA;6E+08;Yes;1;0;NA;NA;0;Available;NA;NA;NA;0;ETH, BTC, Fiat;https://shipnext.io/assets/files/ShipNext_White_Paper_English.pdf;https://www.linkedin.com/company/ship-next/;NA;NA;NA;5;NA;NA
5738;Seed of World;SOW;Argentina;1;0;0;2019-09-30;2019-12-15;5;NA;NA;NA;18250000;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, LTC;https://www.seedofworld.com/assets_front/whitepaper/sow_whitepaper.pdf;NA;NA;NA;NA;3;NA;NA
5739;Salemcash;SCH;Kenya;1;0;0;2019-09-30;2019-12-27;25;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;NA;NA;NA;NA;NA;1;NA;NA
5740;Diamond Open Market;DOM;Czech Republic;0;1;0;2019-09-30;2019-10-30;4.1469340820000002E-3;NA;0.1;NA;6E+08;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC;https://debourse.com/document/Dom_wp-eng.pdf;NA;NA;NA;NA;5;NA;NA
5741;Vaultitude;IP;Gibraltar;1;0;0;2018-09-30;2018-10-31;0.99658946995999997;0;NA;NA;8500000;NA;0;0;NA;NA;0;Available;NA;NA;NA;0;NA;https://vaultitude.com/assets/downloads/Vaultitude_WhitePaper.pdf;NA;NA;NA;NA;13;NA;NA
5742;GenesisOne;GenOne;Estonia;1;0;0;2020-08-30;2020-12-01;1;NA;NA;NA;1E+11;NA;0;0;NA;NA;0;NA;2020-05-15;2020-07-15;NA;0;ETH, BTC, Fiat;https://genesisonetoken.com/pdf/Whitepaper.pdf;https://www.linkedin.com/company/genesisone/;NA;NA;NA;11;NA;NA
5743;Woolf;WOOLF;Gibraltar;1;0;0;2018-08-30;2018-10-10;1 WOOLF = 0.43 XLM;NA;0.2;NA;8E+08;Yes;1;0;NA;NA;0;NA;2018-07-27;2018-08-30;NA;0;XLM;https://woolf.university/assets/doc/whitepaper.pdf;https://www.linkedin.com/company/woolf-u/;NA;NA;NA;13;NA;NA
5744;Habibicoin;HBB;UAE;1;0;0;2018-04-30;2018-06-17;0.05;NA;0.65;NA;NA;NA;1;0;NA;NA;0;NA;NA;NA;0.03;0;BTC, ETH, BCH;https://habibicoin.io/White-Paper.pdf;https://www.linkedin.com/company/cruzeo/;NA;NA;NA;NA;NA;NA
5745;Lightning Cash;LNCH;The Bahamas;1;0;0;2018-04-30;2019-04-05;NA;NA;0.5;NA;1.4e+13;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://github.com/LaunchPADInc/Documentation/blob/master/DarkPoolProtocolwhitepaper.pdf;https://www.linkedin.com/company/lightning-cash/;NA;NA;NA;8;NA;NA
5746;Eqwity;EQY;UK;1;0;1;2019-01-30;2019-03-30;0.01;1300000;0.5;NA;3E+12;Yes;1;0;NA;NA;1;Available;2018-11-17;2018-11-23;NA;0;BTC, ETH, LTC, DASH, Fiat;https://www.eqwity.io/wp-content/uploads/2018/10/Eqwity_WhitePaper_ENG_1.0.pdf;https://www.linkedin.com/company/eqwity/;NA;NA;NA;8;NA;NA
5747;MobileCoin;MBCC;USA;1;0;0;2017-12-29;2018-01-19;0.23080629501306599;0;0.58;NA;NA;NA;0;0;NA;NA;0;NA;2017-12-20;2017-12-28;NA;0;ETH, BTC, DOGE;https://www.mbccoin.co/MobileCoin_Whitepaper.pdf;https://www.linkedin.com/company/mobilecoin/;NA;NA;NA;NA;NA;NA
5748;Psdex;PSDEX;Unknown;1;0;0;2020-10-29;2020-11-02;0.55225058708399999;NA;NA;NA;NA;NA;0;0;NA;NA;0;Available;NA;NA;NA;0;ETH;https://psdextoken.com/wp-content/uploads/2020/10/Pre-sale-dex-Token.pdf;NA;NA;NA;NA;NA;NA;NA
5749;Nanospectral;NASP;Bulgaria;1;0;0;2019-10-29;2020-01-25;1.8855375000000001;NA;0.15;NA;1500000;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;BTC, ETH;https://nanospectral.com/Docs/Nanospectral-WhitePaper.pdf;https://www.linkedin.com/company/nanospectral/;NA;NA;NA;7;NA;NA
5750;Cyber Capital Invest;CCI;Estonia;1;0;0;2018-10-29;2018-11-26;0.2;NA;0.68;NA;1.75e+08;Yes;1;0;NA;NA;1;Available;2018-09-03;2018-09-17;0.12;0;USD, ETH and BTC;http://www.cybercapitalinvest.io/documents/CCI%20WhitePaper.pdf;https://www.linkedin.com/company/cyber-capital-invest/;NA;NA;NA;17;NA;NA
5751;Oxygen Trade;OXG;Gibraltar;1;0;0;2017-07-29;2017-08-29;NA;NA;NA;NA;NA;NA;1;0;NA;NA;0;Available;NA;NA;NA;0;ETH, BTC;https://oxygen.trade/OXYGEN_White_paper_February.pdf;https://www.linkedin.com/company/oxygen.trade/;NA;NA;NA;3;NA;NA
5752;Public Health Chain;PHC;USA;0;1;0;2020-05-29;2020-05-29;0.02;NA;0.0125;NA;2500000;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, USDT;http://www.phc.gold/PublicHealthChain_WhitePaper.pdf;NA;NA;NA;NA;NA;NA;NA
5753;LYNC Network;LYNC;Unknown;1;0;0;2020-09-28;2020-10-06;0.9;NA;0.5;NA;5E+05;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;NA;https://lync.network/files/lyncnetwork_whitepaper_latest_en.pdf;NA;NA;NA;NA;NA;7329;NA
5754;Flyp.me;FYP;Luxembourg;1;0;0;2017-09-28;2017-10-21;7.0000000000000007E-2;1663417;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;BTC, ETH, LTC, DOGE, DASH, FAIR, GAME, DCR, ZEC, SYS, PPC, BLK, GRC;https://flyp.me/whitepaper.pdf;https://www.linkedin.com/company/flypme/;NA;NA;NA;1;NA;NA
5755;Bugu;BGT;China;1;0;0;2017-09-28;2017-10-28;1E-04;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;NA;NA;NA;0;ETH;https://bugu.network/wp/BUGU_WHITEPAPER_EN.pdf;NA;NA;NA;NA;1;NA;NA
5756;Musiconomi;MCI;Unknown;1;0;0;2017-08-28;2018-08-31;NA;7285762;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://www.cryptoground.com/storage/files/1528192607-musiconomi.pdf;NA;NA;NA;NA;14;2000;NA
5757;The UXM;UXM;Hong Kong;1;0;0;2018-05-28;2018-11-15;0.25800000000000001;622561;0.35;NA;3.5e+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://ico.theuxm.com/wp-content/uploads/UXM_White_Paper.pdf;https://www.linkedin.com/company/uxm-limited/;NA;NA;NA;9;NA;NA
5758;Gramaton;GRAN;Unknown;1;0;0;2018-05-28;2018-07-24;0.36749999999999999;7E+06;0.85;NA;212500000;NA;0;0;NA;NA;1;NA;2018-05-20;2018-05-27;0.1;0;ETH;https://gramatontoken.com/gramaton_whitepaper.pdf;https://www.linkedin.com/company/gramaton-token/;NA;NA;NA;3;NA;NA
5759;Gramaton Token;GRAN;Belarus;1;0;0;2018-05-28;2018-07-24;0.35;7E+06;0.85;NA;212500000;NA;0;0;NA;NA;1;NA;2018-05-20;2018-05-27;0.12;0;ETH, BTC;https://gramatontoken.com/gramaton_whitepaper.pdf;https://www.linkedin.com/company/gramaton-token/;NA;NA;NA;1;NA;NA
5760;Tokelite;TKL;Unknown;1;0;0;2020-04-28;2020-06-28;0.1;NA;0.7;NA;10500000;NA;0;0;NA;NA;0;NA;2020-03-19;2020-04-27;NA;0;ETH;https://www.docdroid.net/xvdu93N/tokelite-whitepaper.pdf;https://www.linkedin.com/company/tokelite/;NA;NA;NA;NA;NA;NA
5761;Forest Coin;FOREST;Thailand;1;0;0;2018-04-28;2020-01-01;1;NA;0.8;NA;2.4e+07;NA;0;0;NA;NA;0;Available;NA;NA;NA;0;BTC, BCH, ETH, WAVES;http://forestcoin.space/forestcoin_engv1.10.pdf;NA;NA;NA;NA;9;NA;NA
5762;FSM Token;FSM;Unknown;1;0;0;2020-02-28;2020-04-09;NA;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;NA;NA;NA;0;TRX;NA;NA;NA;NA;NA;NA;NA;NA
5763;Ara;ARA;Unknown;0;1;0;2020-02-28;2020-03-31;2E-03;NA;0.5;NA;1.25e+08;NA;1;0;NA;NA;0;Available;NA;NA;NA;0;ETH, BTC, Fiat;https://media.ara.one/whitepapers/ara-whitepaper-en.pdf;https://www.linkedin.com/company/ara-blocks/;NA;NA;NA;25;NA;NA
5764;healthbank;HBE;Switzerland;1;0;1;2019-02-28;2019-05-31;1.4500000000000001E-2;NA;0.55;NA;2.2e+09;NA;0;0;NA;NA;0;NA;2018-09-17;2019-02-27;NA;0;ETH, CHF, EUR;https://healthbank.info/assets/whitepaper.pdf;https://www.linkedin.com/company/healthbank/;NA;NA;NA;13;NA;NA
5765;Secret Trees;STE;Latvia;1;0;1;2019-02-28;2019-03-31;1;NA;NA;NA;NA;NA;1;0;NA;NA;0;NA;2018-11-30;2018-12-31;NA;0;ETH, BTC, LTC;https://drive.google.com/file/d/1GEoBvR11LCie3xBeTlehTCtr5yFFijFS/view;https://www.linkedin.com/company/secrettrees/;NA;NA;NA;5;NA;NA
5766;The HACK Fund;HACK;Cayman Islands;1;0;1;2018-02-28;2018-03-31;1;2E+06;0.78;NA;NA;NA;1;0;NA;NA;1;NA;2017-11-15;2017-12-15;NA;0;ETH, BTC;https://docsend.com/view/x6nmm5y;https://www.linkedin.com/company/hackfund-global-fintech/;NA;NA;NA;8;NA;NA
5767;Sports Ledger;SPSL;UK;1;0;1;2018-12-27;2019-02-21;4.6630364799999997E-2;NA;0.6;NA;2.5e+08;NA;1;0;NA;NA;1;NA;2018-11-01;2018-12-27;NA;0;ETH, BTC, Fiat;https://www.sportsledger.io/doc/sports_ledger_whitepaper.pdf;https://www.linkedin.com/company/sportsledger/;NA;NA;NA;12;NA;NA
5768;TOURISTOKEN;TOU;Egypt;1;0;0;2019-11-27;2019-12-11;2.1421478260000001E-2;NA;0.29;NA;225555555;NA;0;0;NA;NA;0;Available;NA;NA;1 TOU = 0.0001 ETH;0;ETH;https://touristoken.com/wp-content/uploads/2019/09/TOU-whitepaper.pdf.pdf;https://www.linkedin.com/company/touristoken/;NA;NA;NA;1;NA;NA
5769;Mozo;MOZO;Singapore;0;1;0;2018-10-27;2018-12-31;0.12;3.7e+07;0.25;NA;1.25e+08;NA;0;0;NA;NA;1;Available;2018-05-08;2018-07-22;0.09;0;ETH;https://mozocoin.io/assets/media/White_Paper.pdf;https://www.linkedin.com/company/mozo-project/;NA;NA;NA;25;3187;NA
5770;Krypti.io;KRY;Unknown;1;0;0;2018-08-27;2019-03-18;0.01;NA;0.4;NA;4E+10;Yes;1;0;NA;NA;0;NA;NA;NA;NA;0;NA;https://www.krypti.io/KryptiWhitePaper.pdf;https://www.linkedin.com/company/eclypses-inc/;NA;NA;NA;4;NA;NA
5771;UNCHAINET;UNET;Australia;1;0;0;2018-08-27;2018-12-31;0.23;1E+05;0.67;NA;1.34e+08;NA;0;0;NA;NA;0;Available;NA;NA;NA;0;ETH, BTC;https://www.unchainet.com/assets/docs/Unchainet_white_paper.pdf;https://www.linkedin.com/company/signkeys/;NA;NA;NA;3;NA;NA
5772;VIDDO;VDT;Malta;1;0;0;2018-08-27;2018-09-30;0.5;0;NA;NA;3.9e+07;NA;0;0;NA;NA;0;Available;2018-07-16;2018-08-22;NA;0;NA;https://viddo.io/docs/VIDDO_ICO_Whitepaper.pdf;https://www.linkedin.com/company/viddo.com/;NA;NA;NA;30;NA;NA
5773;Coinjoss;JOSS;Indonesia;0;1;0;2020-05-27;2020-06-26;0.1;NA;0.65;NA;1.95e+08;NA;0;0;NA;NA;0;NA;2020-03-25;2020-04-26;0.05;0;ETH, BTC;https://storage.googleapis.com/jossbucket/whitepaper/whitepaper.pdf;https://www.linkedin.com/company/coinjoss/;NA;NA;NA;16;NA;NA
5774;LUKSO;LYX;Germany;0;1;0;2020-05-27;2021-02-21;0.79368104920000004;NA;0.31;NA;3.1e+07;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://indd.adobe.com/view/50285b8e-29d4-48f4-98b8-e621b52266dd;https://www.linkedin.com/company/lukso/;NA;NA;NA;10;5625;NA
5775;WeCharge Network;WCHT;Unknown;1;0;0;2020-04-27;2020-05-27;4.0000000000000001E-3;NA;0.15;NA;5.1e+07;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, Fiat;https://drive.google.com/file/d/1dALRlhqooSl9LlPWNXSSIjXquvpwdJKf/view;NA;NA;NA;NA;NA;NA;NA
5776;Usereum;USR;Philippines;1;0;0;2018-03-27;2018-05-26;NA;NA;0.5;NA;10500000;Yes;0;0;NA;NA;0;NA;2018-03-11;2018-03-26;NA;0;BTC;http://usereum.io/White-Paper.pdf;https://www.linkedin.com/in/usereum-ico-10359B158/;NA;NA;NA;4;NA;NA
5777;Bidesk;BDK;British Virgin Islands;0;1;0;2020-02-27;2020-02-28;0.08;NA;0.03;NA;3E+06;NA;1;0;NA;NA;1;NA;NA;NA;NA;0;USDT;https://github.com/bidesk/whitepaper/blob/master/whitepaper_en.md;https://www.linkedin.com/company/bideskcom/;NA;NA;NA;NA;5288;NA
5778;RevizorCoin;RVR;Ukraine;1;0;0;2018-01-27;2018-02-28;0.2;NA;0.3;NA;2.4e+08;NA;0;0;NA;NA;1;NA;NA;NA;NA;0;ETH, BTC;https://revizor-coin.io/WHITE_PAPER_ENG.pdf;NA;NA;NA;NA;NA;NA;NA
5779;TubiEx;TBN;Estonia;1;0;0;2018-12-26;2019-06-25;9.2305941700000005E-2;NA;0.27;NA;10260000;Yes;1;0;NA;NA;1;Available;NA;NA;NA;0;ETH, BTC;https://tubiex.io/images/tubiex_whitepaper.pdf;NA;NA;NA;NA;NA;NA;NA
5780;Marco;MRC;Switzerland;0;1;0;2020-10-26;2020-11-04;0.04;NA;0.35;NA;5.5e+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, USDT, Fiat;https://marco.travel/wp-content/uploads/2020/09/Marco.Whitepaper.pdf;https://www.linkedin.com/company/marcotravel/;NA;NA;NA;NA;NA;NA
5781;Fiola Network;FLA;USA;0;1;0;2020-10-26;2020-10-28;1.58865E-3;NA;NA;NA;1E+08;NA;0;0;NA;NA;0;NA;2020-10-20;2020-10-23;1.58865E-3;0;ETH, BTC, VD, USDT;https://fiolawhitepaper.network/;https://www.linkedin.com/in/fiola-network-a2462a1b4/;NA;NA;NA;3;NA;NA
5782;OkGlobal Coin Switch;okgs;USA;1;0;0;2019-10-26;2020-01-26;NA;0;1;NA;5E+10;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://s3.amazonaws.com/www.okglobalcoin.com/OKGlobal+Coin+SWITCH+SINGAPORE+whitepaper+8.24+.2019.pdf;NA;NA;NA;NA;NA;NA;NA
5783;Caracal Coin;CRLC;Unknown;0;1;0;2020-08-26;2020-10-09;3.5000000000000003E-2;NA;0.18;NA;1361428571;NA;0;0;NA;NA;0;NA;2020-07-22;2020-08-20;0.02;0;BTC, ETH, USDT, BCH;https://caracalcoin.org/ico/Whitepaper.pdf;https://www.linkedin.com/company/caracal-coin/;NA;NA;NA;5;NA;NA
5784;Zinochain Exchange;ZCX;Philippines;1;0;0;2020-08-26;2020-10-31;NA;NA;0.5;NA;200500000;Yes;0;0;NA;NA;0;NA;2020-07-25;2020-08-25;NA;0;ETH, BTC, Fiat;https://ico.zinochain.com/whitepaper.php;https://www.linkedin.com/company/zinochain/;NA;NA;NA;6;NA;NA
5785;Bitlink;BITL;Unknown;0;1;0;2020-08-26;2021-01-01;1.0000000000000001E-5;NA;0.1;NA;3E+10;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, XRP, USDT;NA;NA;NA;NA;NA;NA;NA;NA
5786;Bintex Futures;BNTX;India;0;1;0;2020-06-26;2020-07-20;1.2500000000000001E-2;NA;0.25;NA;5E+08;NA;0;0;NA;NA;0;NA;NA;NA;5.0000000000000001E-3;0;BTC, ETH, USDT, XLM;https://bintexfutures.com/Bintexfutures%20white%20paper%20V%201.0.pdf;https://www.linkedin.com/company/bintexfutures/;NA;NA;NA;2;6586;NA
5787;GSX Coin;GSX;Unknown;1;0;0;2020-06-26;2020-10-24;4.3636928550000002E-2;NA;0.33;NA;1E+10;NA;1;0;NA;NA;0;Available;NA;NA;NA;0;ETH;https://gsxcde.com/images/Apollo%20GSX%20Whitepaper.pdf;https://www.linkedin.com/company/apollo-foundation/;NA;NA;NA;17;NA;NA
5788;RUS SURF;suRF;Russia;1;0;0;2018-06-26;2018-07-15;1.8724400000000001;NA;0.9;NA;15300000;NA;0;0;NA;NA;0;NA;2018-06-15;2018-06-25;0.58306999999999998;0;ETH, BTC, LTC, Fiat;http://russurf.ru/en/assets/white-paper-rus-surf-(en).pdf;NA;NA;NA;NA;NA;NA;NA
5789;Octanox;OTX;Unknown;1;0;0;2017-05-26;2017-06-25;7.3999999999999996E-2;290000;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;NA;https://octanox.org/whitepaper.php;https://www.linkedin.com/company/octanox/;NA;NA;NA;1;1733;NA
5790;MaxiMine;MXM;Singapore;1;0;0;2018-04-26;2018-06-10;1.1042398289860001E-2;4.4e+07;0.5;NA;8E+09;Yes;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://maximine.io/whitepaper/whitepaper_en.pdf;NA;NA;NA;NA;NA;3115;NA
5791;PumaPay;PMA;Gibraltar;1;0;0;2018-04-26;2018-05-02;2.6512360839999999E-2;0;NA;NA;NA;NA;0;0;NA;NA;0;NA;2017-12-28;2018-03-25;1.048573974E-2;0;NA;https://pumapay.io/docs/pumapay_whitepaper.pdf;https://www.linkedin.com/company/decentralized-vision/;NA;NA;NA;13;3164;NA
5792;Pimapay;PMA;Gibraltar;1;0;0;2018-04-26;2018-05-07;1.5774854699800001E-2;117019041;0.2;NA;NA;NA;1;0;NA;NA;1;NA;NA;NA;NA;0;ETH, BTC, Fiat;https://pumapay.io/docs/pumapay_whitepaper.pdf;https://www.linkedin.com/company/decentralized-vision/;NA;NA;NA;12;NA;NA
5793;NnBU;NNBU;Cyprus;1;0;0;2018-03-26;2018-04-25;0.39533984;0;NA;NA;52500000;NA;0;0;NA;NA;0;NA;NA;NA;1 NNBU = 0.20 EUR;0;ETH;https://nnbu.io/wp-content/uploads/2018/02/NNBU-white-paper.pdf;NA;NA;NA;NA;5;NA;NA
5794;Medibit;MDB;UK;1;0;0;2019-02-26;2019-10-08;0.25;NA;0.6;NA;6E+07;NA;0;0;NA;NA;0;NA;2019-01-14;2019-02-25;NA;0;ETH, Fiat;https://docs.wixstatic.com/ugd/8436a0_08eaaaee4b8341adba97ba690a894425.pdf;NA;NA;NA;NA;2;3582;NA
5795;Banca;BANCA;Singapore;1;0;0;2018-02-26;2018-02-26;2E-03;1E+06;25;NA;5E+08;NA;0;0;NA;NA;0;Available;NA;NA;NA;0;ETH;https://www.allcryptowhitepapers.com/banca-whitepaper/;NA;NA;NA;NA;NA;2592;NA
5796;AsicVault;AVF;Singapore;1;0;0;2018-11-25;2018-12-22;0.68418959999999995;NA;0.66;NA;96250000;Yes;1;0;NA;NA;0;NA;2018-10-18;2018-11-24;NA;0;BTC, BCH, ETH, LTC;https://ico.asicvault.io/AsicVault_whitepaper_NC_0410.pdf;https://www.linkedin.com/company/asicvault/;NA;NA;NA;14;NA;NA
5797;Ethereum Vert;ETV;Unknown;1;0;0;2019-10-25;2019-11-25;0.05;NA;0.5;NA;2.5e+09;NA;0;0;NA;NA;0;NA;2019-05-10;2019-10-24;0.01;0;ETH, BTC, Fiat;NA;NA;NA;NA;NA;NA;NA;NA
5798;Boule;BOU;Italy;1;0;0;2017-10-25;2017-11-25;0.297924988;300;0.5;NA;NA;NA;0;0;NA;NA;1;NA;NA;NA;NA;0;ETH;https://www.dropbox.com/s/2x32r12e99xl4wq/boul%C3%A9%20whitepaper.pdf?dl=1;NA;NA;NA;NA;5;NA;NA
5799;Xtake.cash;XTK;Unknown;0;1;0;2020-07-25;2020-07-30;6.0811352600000004E-4;NA;0.01;NA;1E+08;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, Fiat;https://xtake.cash/pdf/xtake_whitepaper_EN.pdf;NA;NA;NA;NA;NA;NA;NA
5800;ThinkCoin;TCO;Australia;1;0;0;2018-06-25;2018-07-09;0.3;NA;0.6;NA;3E+08;NA;0;0;NA;NA;0;NA;2018-04-03;2018-06-18;0.25;0;ETH;https://docsend.com/view/5rxxi9c;https://www.linkedin.com/company/tradeconnectnetwork/;NA;NA;NA;28;NA;NA
5801;ALCEDO Platform;ALCE;Germany;0;1;0;2019-05-25;2019-05-31;0.4;155970;0.4;NA;4E+07;NA;1;0;NA;NA;1;NA;NA;NA;NA;0;ETH, BTC, Fiat;https://www.alcedoplatform.com/assets/images/Alcedo-whitepaper-eng.pdf;https://www.linkedin.com/company/argus-noble-service-gmbh/;NA;NA;NA;2;NA;NA
5802;Mapple Green;MGR;Unknown;1;0;0;2018-04-25;2018-07-21;0.06;NA;NA;NA;1.1e+08;NA;0;0;NA;NA;0;NA;2018-04-02;2018-04-16;0.02;0;ETH;https://www.mapplegreen.io/mgr_whitepaper.pdf;https://www.linkedin.com/company/mapple-green-coins/;NA;NA;NA;NA;NA;NA
5803;ODIN Token;ODIN;Switzerland;1;0;0;2018-04-25;2018-06-17;0.2;6800000;0.65;NA;1.3e+08;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://www.odintoken.io/docs/Odin_Token_WP_en.pdf;NA;NA;NA;NA;NA;NA;NA
5804;CoinPayo;Payo;Singapore;1;0;0;2018-04-25;2018-06-04;1.230832032E-2;0;NA;NA;1E+09;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;NA;https://www.coinpayo.com/Coinpayo-whitepaper-v-1.1.pdf;NA;NA;NA;NA;7;NA;NA
5805;WeiCrowd;WEIS;Singapore;1;0;0;2018-04-25;2018-10-12;0.1;NA;0.65;NA;1.95e+08;Yes;1;0;NA;NA;1;Available;2018-04-09;2018-04-18;NA;0;ETH, BTC;https://www.weicrowd.com/white-paper;NA;NA;NA;NA;7;NA;NA
5806;BlockSafe;BSAFE;USA;1;0;0;2019-03-25;2019-05-25;0.5;NA;0.64;NA;76800000;NA;1;0;NA;NA;0;NA;2018-09-24;2019-03-24;0.25;0;ETH;https://www.blocksafetech.io/BlockSafeWhitepaper.pdf;https://www.linkedin.com/company/blocksafe-technologies-inc/;NA;NA;NA;NA;NA;NA
5807;Kizuna Global Token;KGT;Japan;0;1;0;2019-03-25;2019-04-05;0.32350000000000001;1111111;0.23;NA;3.5e+07;NA;1;0;NA;NA;0;NA;2018-12-01;2019-02-28;NA;0;ETH, BTC, Fiat;NA;NA;NA;NA;NA;NA;NA;NA
5808;HyperDAO;HDAO;Unknown;0;1;0;2020-02-25;2020-02-25;0.01;2E+06;0.04;NA;2E+08;Yes;1;0;NA;NA;0;NA;NA;NA;NA;0;OKB;https://hyperdao.com/HyperDAOENwhitepaperv1.1.pdf;https://www.linkedin.com/company/hdao/;NA;NA;NA;2;5299;NA
5809;GISC LoanCoin Network;GIS;Cayman Islands;1;0;0;2018-02-25;2018-03-25;4.2240499899999999E-2;0;0.45;NA;4.5e+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://giscloancoin.io/wp-content/uploads/2018/02/GISC_LoanCoin_Network__White_Paper-Official.pdf;https://www.linkedin.com/showcase/giscshanghai/;NA;NA;NA;7;NA;NA
5810;Investy;IVC;Russia;1;0;0;2017-11-24;2017-12-23;NA;0;0.75;NA;1.42e+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;BTC, ETH, LTC, BTS, Fiat;https://investy.io/Investy-WP-EN.pdf;https://www.linkedin.com/company/investy/;NA;NA;NA;13;NA;NA
5811;Gainfy;GAIN;USA;0;1;0;2018-09-24;2018-11-16;0.5;1E+06;0.4;NA;2E+08;Yes;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, Fiat;https://gainfy.com/wp-content/uploads/2019/03/Gainfy_WhitePaper_V.9.6.pdf;https://www.linkedin.com/company/gainfy/;NA;NA;NA;5;NA;NA
5812;SimPlexChain;SXC;Unknown;0;1;0;2019-08-24;2019-08-26;1.2031644E-3;NA;NA;NA;2E+07;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, Fiat;NA;https://www.linkedin.com/company/simplexchain/;NA;NA;NA;NA;NA;NA
5813;GoodX Network;OOX;Estonia;0;1;0;2020-07-24;2020-07-31;9.9899299999999993E-3;NA;0.65;NA;1.3e+09;NA;1;0;NA;NA;0;Available;NA;NA;NA;0;USDT, BTC, ETH, XRP, PROB;https://goodx.network/docs/GoodX_WhitePaper_v.4.3.pdf;https://www.linkedin.com/company/goodx-finance-network/;NA;NA;NA;10;NA;NA
5814;Therris;THRX;Unknown;0;1;0;2020-04-24;2020-05-23;0.04;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;2020-03-24;2020-04-23;NA;0;ETH, BTC, Fiat;https://www.therris.net/therris-white-paper/;https://www.linkedin.com/company/therris/;NA;NA;NA;NA;NA;NA
5815;Spartron;IRON;Unknown;0;1;0;2020-04-24;2020-07-19;0.45;NA;NA;NA;1E+07;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;USDT;https://www.spartron.io/media/logo/Feb25_-_spartron_-_whitepaper_2_1.pdf;NA;NA;NA;NA;4;NA;NA
5816;ZenithCard;ZENT;Germany;1;0;0;2018-04-24;2018-05-04;0.70815802000000005;0;NA;NA;5E+08;NA;0;0;NA;NA;0;NA;2018-04-16;2018-04-23;NA;0;NA;https://zenithcard.io/zenithwp.pdf;https://www.linkedin.com/company/zenithcard/;NA;NA;NA;3;NA;NA
5817;Thesaurum;TSM;Ghana;0;1;0;2020-02-24;2020-04-17;0.06;NA;0.6;NA;6E+07;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, Fiat;https://drive.google.com/file/d/1srRcyWhETOdmwL7NPOyzNuqL9Hk7H0QK/view;NA;NA;NA;NA;12;NA;NA
5818;Gaimin;GMRX;Switzerland;0;1;0;2020-02-24;2020-02-27;0.06;NA;0.2;NA;1E+09;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;USDT, BTC, PROB;https://gaimin.io/wp-content/uploads/2019/07/Gaimin.io-Project-Whitepaper.pdf;https://www.linkedin.com/company/gaimin/;NA;NA;NA;9;NA;NA
5819;HCX PAY;HCXP;Belize;1;0;0;2019-01-24;2019-02-28;0.12;NA;0.25;NA;5E+08;NA;0;0;NA;NA;0;Available;NA;NA;NA;0;NA;https://drive.google.com/file/d/17gqgKemgpvQg6i_kGK93Xjhb4uVcb6-a;https://www.linkedin.com/company/healthcombix/;NA;NA;NA;13;NA;NA
5820;Gigzi;GZB;UK;1;0;0;2018-11-23;NA;0.30823999499999999;6743781;0.1;NA;1E+08;NA;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://gigzi.com/whitepaper.pdf;TBD;NA;NA;NA;11;NA;NA
